Symbol,Company Name,EPS Growth CFY*,EPS Growth NFY*,Revenue Growth CFY*,Revenue Growth NFY*,Dividend Yield,Dividend Growth 5 Year
SNGX,Soligenix Inc,-12.90%,-11.43%,-0.75%,185.52%,0.00%,0.00%
XPL,Solitario Zinc Corp (USA),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SODI,"Solitron Devices, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SOLS,Sollensys Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
DTC,Solo Brands Inc,-36.77%,2.04%,24.97%,17.00%,0.00%,0.00%
SLNH,Soluna Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SOBS,Solvay Bank,0.00%,0.00%,0.00%,0.00%,4.01%,0.00%
SLGC,Somalogic Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SSFT,Sonasoft Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SOND,Sonder Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SONX,Sonendo Inc,74.30%,31.51%,25.63%,36.69%,0.00%,0.00%
SAH,Sonic Automotive Inc,15.01%,-10.79%,21.18%,7.13%,2.05%,18.13%
SOFO,Sonic Foundry Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SIMA,"Sonics & Materials, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SNDA,Sonida Senior Living Inc,0.00%,12.03%,5.23%,11.34%,0.00%,0.00%
SONM,Sonim Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SONN,Sonnet Biotherapeutics Holdings Inc,53.92%,14.89%,-58.68%,-100.00%,0.00%,0.00%
SEV,Sono Group NV,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SOTK,Sono-Tek Corporation,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SON,Sonoco Products Co,76.06%,-6.08%,32.56%,2.02%,3.07%,4.28%
SNOA,Sonoma Pharmaceuticals Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SNVFF,Sonoro Energy Ltd (USA),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SONO,Sonos Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SONY,Sony Group Corp (ADR),-5.68%,24.58%,-5.87%,0.77%,0.62%,26.78%
SOPH,Sophia Genetics SA,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SRNE,Sorrento Therapeutics Inc,35.17%,0.00%,43.23%,"6,636.90%",0.00%,0.00%
SOS,Sos Ltd - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SHC,Sotera Health Co,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SOHO,Sotherly Hotels Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SFBC,Sound Financial Bancorp Inc,0.00%,0.00%,0.00%,0.00%,1.79%,17.78%
SPCM,Sound Point Acquisition Corp I Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SOUN,SoundHound AI Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SOR,"Source Capital, Inc.",0.00%,0.00%,0.00%,0.00%,5.65%,4.99%
SABK,South Atlantic Bancshares Inc,-0.70%,13.48%,0.00%,0.00%,0.00%,0.00%
SJI,South Jersey Industries Inc,6.17%,5.23%,6.44%,-0.30%,3.62%,2.78%
SPFI,South Plains Financial Inc,-5.05%,-11.96%,-4.80%,2.52%,1.89%,0.00%
SEBC,Southeastern Banking Corp,0.00%,0.00%,0.00%,0.00%,2.91%,0.00%
SRNN,Southern Banc Company Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BCAL,Southern California Bancorp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SOCGP,Southern California Gas Company,0.00%,0.00%,0.00%,0.00%,5.36%,-11.38%
SO,Southern Co,4.99%,6.15%,7.45%,1.55%,3.49%,3.35%
RIBS,Southern Concepts Restaurant Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SCCO,Southern Copper Corp,-26.20%,-0.62%,-6.93%,1.42%,6.17%,77.82%
SFST,"Southern First Bancshares, Inc.",-32.14%,11.84%,13.26%,10.42%,0.00%,0.00%
SOMC,Southern Michigan Bancorp Inc,0.00%,0.00%,0.00%,0.00%,2.34%,5.70%
SMBC,"Southern Missouri Bancorp, Inc.",9.98%,3.49%,24.51%,3.94%,1.56%,14.87%
SRLY,Southern Realty Co,0.00%,0.00%,0.00%,0.00%,7.41%,0.00%
SSBK,Southern States Bancshares Inc,0.00%,0.00%,0.00%,0.00%,1.53%,0.00%
PORT,Southport Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SBSI,"Southside Bancshares, Inc.",-3.46%,3.28%,17.05%,5.12%,3.36%,7.45%
SSB,SouthState Corp,-6.86%,11.47%,16.26%,10.45%,2.39%,9.67%
LUV,Southwest Airlines Co,0.00%,53.77%,52.62%,9.09%,0.00%,0.00%
SWX,Southwest Gas Holdings Inc,18.63%,12.93%,24.21%,5.81%,3.28%,6.06%
SWN,Southwestern Energy Company,35.24%,45.07%,5.70%,6.33%,0.00%,0.00%
SOVO,Sovos Brands Inc,-10.45%,18.33%,15.86%,6.89%,0.00%,0.00%
SOWG,Sow Good Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SP,SP Plus Corp,54.92%,11.71%,30.64%,5.67%,0.00%,0.00%
SBSAA,Spanish Broadcasting System Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SGRP,SPAR Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LOV,Spark Networks SE (ADR),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPKKY,Spark New Zealand Ltd (ADR),0.00%,0.00%,0.00%,0.00%,5.77%,2.59%
SRCO,"Sparta Commercial Services, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPTN,SpartanNash Co,34.12%,9.65%,2.15%,1.70%,2.62%,5.92%
GLD,SPDR Gold Trust (ETF),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPE,Special Opportunities Fund Inc.,0.00%,0.00%,0.00%,0.00%,9.90%,0.00%
FCCN,Spectral Capital Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
EDTXF,Spectral Medical Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPB,Spectrum Brands Holdings Inc,4.51%,51.50%,12.47%,7.48%,2.38%,0.00%
SPPI,"Spectrum Pharmaceuticals, Inc.",49.02%,71.15%,0.00%,"1,429.50%",0.00%,0.00%
SPRO,Spero Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ANY,Sphere 3D Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPI,Spi Energy Co Ltd,44.74%,28.57%,28.49%,40.38%,0.00%,0.00%
SHCA,Spindletop Health Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPND,Spindletop Oil & Gas Co,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPIR,Spire Global Inc,55.91%,-2.44%,91.55%,56.90%,0.00%,0.00%
SR,Spire Inc,-19.75%,12.31%,-4.78%,1.46%,3.69%,5.81%
SPMYY,Spirent Communications Plc (ADR),0.00%,0.00%,0.00%,0.00%,1.91%,0.00%
SPR,"Spirit AeroSystems Holdings, Inc.",77.17%,0.00%,29.33%,22.67%,0.12%,-16.74%
SAVE,Spirit Airlines Incorporated,53.10%,0.00%,57.99%,16.15%,0.00%,0.00%
SRC,Spirit Realty Capital Inc,15.56%,-6.41%,14.35%,10.99%,6.05%,-10.51%
SRSG,Spirits Time International Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPK,SPK Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SBEV,Splash Beverage Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPLK,Splunk Inc,0.00%,447.62%,24.34%,21.31%,0.00%,0.00%
SPOM,SPO Global Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPOK,Spok Holdings Inc,0.00%,0.00%,0.00%,0.00%,17.51%,0.00%
SRAD,Sportradar Group AG,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AKIC,Sports Ventures Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPWH,Sportsman's Warehouse Holdings Inc,-27.91%,18.55%,-2.31%,8.56%,0.00%,0.00%
SMAP,Sportsmap Tech Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPQS,"SportsQuest, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPTK,SportsTek Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPOT,Spotify Technology SA,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SRLP,Sprague Resources LP,0.00%,0.00%,0.00%,0.00%,9.19%,1.88%
SHAP,Spree Acquisition Corp 1 Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SBIG,springbig Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SWSS,Springwater Special Situations Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SWTX,SpringWorks Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CXM,Sprinklr Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
FUND,Sprott Focus Trust Inc,0.00%,0.00%,0.00%,0.00%,9.86%,13.59%
CEF,Sprott Physical Gold and Silver Trust,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PHYS,Sprott Physical Gold Trust,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPT,Sprout Social Inc,15.38%,81.82%,35.18%,30.76%,0.00%,0.00%
SFM,Sprouts Farmers Market Inc,4.29%,5.02%,4.27%,6.11%,0.00%,0.00%
SPRB,Spruce Biosciences Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SPSC,"SPS Commerce, Inc.",18.68%,15.28%,16.10%,15.65%,0.00%,0.00%
SPXC,SPX Corp,21.03%,16.67%,17.23%,5.21%,0.00%,0.00%
SPYR,SPYR Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SQSP,Squarespace Inc,-91.11%,412.50%,9.98%,12.47%,0.00%,0.00%
SQZ,SQZ Biotechnologies Co,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SRAX,SRAX Inc,0.00%,63.33%,72.07%,20.92%,0.00%,0.00%
STEW,SRH Total Return Fund Inc,0.00%,0.00%,0.00%,0.00%,3.76%,0.00%
SSNC,"SS&C Technologies Holdings, Inc.",-3.39%,10.31%,6.23%,4.73%,1.28%,22.16%
SSBP,SSB Bancorp Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SSEZY,SSE PLC - ADR,0.00%,0.00%,0.00%,0.00%,5.15%,0.00%
SSRM,SSR Mining Inc,-28.09%,-9.38%,-5.06%,-3.01%,1.79%,0.00%
STET,ST Energy Transition I Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
JOE,St Joe Co,0.00%,0.00%,0.00%,0.00%,0.95%,0.00%
STJO,St Joseph Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STAA,STAAR Surgical Company,32.00%,77.27%,28.06%,27.13%,0.00%,0.00%
SLNG,Stabilis Solutions Inc,62.22%,0.00%,24.64%,11.57%,0.00%,0.00%
STAF,Staffing 360 Solutions Inc,0.00%,0.00%,31.71%,19.55%,0.00%,0.00%
STAG,Stag Industrial Inc,-31.30%,-20.25%,16.76%,7.96%,4.33%,0.88%
STGW,Stagwell Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LAB^F11,Standard Biotools Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SMP,"Standard Motor Products, Inc.",-12.36%,18.97%,5.97%,2.58%,2.75%,8.45%
SXI,Standex International Corp,12.44%,21.21%,6.15%,6.35%,1.09%,10.47%
SWK,"Stanley Black & Decker, Inc.",-50.54%,21.48%,7.74%,-1.89%,3.26%,5.69%
STN,Stantec Inc. (USA),24.38%,12.96%,20.47%,6.08%,1.16%,7.99%
STAL,Star Alliance International Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SBLK,Star Bulk Carriers Corp.,10.70%,-43.05%,-5.15%,-15.57%,24.61%,0.00%
STRR,Star Equity Holdings Inc,0.00%,38.10%,5.08%,10.29%,0.00%,0.00%
SRGZ,Star Gold Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SGU,Star Group LP,0.00%,0.00%,0.00%,0.00%,6.33%,6.84%
SBUX,Starbucks Corporation,-11.11%,15.63%,10.68%,10.24%,2.25%,17.61%
STCB,Starco Brands Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SFIO,Starfleet Innotech Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SKFG,Stark Focus Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STRY,Starry Group Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LAAB,Startech Labs Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SRT,"StarTek, Inc.",333.33%,58.97%,-3.55%,4.99%,0.00%,0.00%
STWD,"Starwood Property Trust, Inc.",-15.97%,2.71%,5.02%,32.88%,8.01%,0.00%
STT,State Street Corp,-4.84%,22.46%,0.39%,14.14%,3.43%,8.76%
STAB,Statera Biopharma Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STKH,Steakholder Foods Ltd - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MITO,Stealth BioTherapeutics Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GASS,StealthGas Inc.,77.78%,66.67%,-11.25%,7.05%,0.00%,0.00%
STCN,Steel Connect Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STLD,"Steel Dynamics, Inc.",30.64%,-52.00%,20.72%,-22.21%,1.63%,8.32%
SPLP,Steel Partners Holdings LP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SCS,Steelcase Inc.,"1,966.67%",62.90%,21.09%,7.48%,4.93%,2.19%
SCM,Stellus Capital Investment Corp,18.81%,5.83%,-12.75%,13.42%,8.26%,-6.86%
STMH,Stem Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STEM,Stem Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STEK,Stemtech Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SCL,Stepan Company,10.23%,7.22%,15.27%,-1.15%,1.22%,10.03%
SPCO,Stephan Co,0.00%,0.00%,0.00%,0.00%,0.00%,-12.94%
STEP,Stepstone Group Inc,0.00%,0.00%,0.00%,0.00%,2.76%,0.00%
SVSN,Stereo Vision Entertainment Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STXS,Stereotaxis Inc,-62.50%,26.92%,-7.64%,43.79%,0.00%,0.00%
SRCL,Stericycle Inc,-5.48%,22.71%,2.33%,3.33%,0.00%,0.00%
STE^K15,Steris PLC,7.32%,12.12%,8.69%,6.64%,0.89%,9.17%
SBT,Sterling Bancorp Inc,-15.00%,-2.94%,-8.68%,-2.30%,0.00%,0.00%
STER,Sterling Check Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STCC,Sterling Consolidated Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STRL,Sterling Infrastructure Inc,34.67%,8.25%,18.91%,4.95%,0.00%,0.00%
STVN,Stevanato Group SpA,0.00%,0.00%,0.00%,0.00%,0.29%,0.00%
SHOO,"Steven Madden, Ltd.",25.21%,8.19%,15.51%,3.80%,2.49%,0.00%
STEV,Stevia Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STC,Stewart Information Services Corp,-24.20%,-11.43%,-2.95%,-5.88%,2.74%,2.61%
SFIX,Stitch Fix Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STM,STMicroelectronics NV (ADR),78.70%,3.89%,25.74%,5.66%,0.80%,-4.54%
SYBT,Stock Yards Bancorp Inc,4.04%,23.95%,32.30%,9.63%,1.60%,9.67%
STOK,Stoke Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
EDI,Stone Harbor Emergng Mrkts Ttl Incm Fund,0.00%,0.00%,0.00%,0.00%,15.41%,0.00%
APAC,StoneBridge Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STNE,StoneCo Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STON,Stonemor Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SRI,"Stoneridge, Inc.",55.93%,0.00%,12.89%,7.66%,0.00%,0.00%
SNEX,Stonex Group Inc,47.47%,-10.41%,23.68%,-0.43%,0.00%,0.00%
SEOAY,STORA ENSO OYJ,0.00%,0.00%,0.00%,0.00%,3.81%,-2.82%
STOR,Store Capital Corp,18.18%,0.00%,15.10%,8.77%,5.35%,6.26%
STRI,"STR Holdings, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STRN,Stran & Company Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SSKN,STRATA Skin Sciences Inc,-187.50%,47.83%,13.65%,21.46%,0.00%,0.00%
SSYS,Stratasys Ltd,0.00%,140.00%,11.85%,10.03%,0.00%,0.00%
STRA,Strategic Education Inc,-44.61%,31.46%,-6.06%,4.13%,3.54%,0.00%
SENR,Strategic Environmental & Energy Res Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,Stratex Oil & Gas Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SCAQ,Stratim Cloud Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SRNW,Stratos Renewables Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STRT,Strattec Security Corp.,168.89%,24.79%,10.84%,6.82%,0.00%,0.00%
STRS,Stratus Properties Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STRM,Streamline Health Solutions Inc.,-60.00%,25.00%,29.01%,13.51%,0.00%,0.00%
LRN,Stride Inc,1.19%,16.08%,5.30%,8.24%,0.00%,0.00%
SDIG,Stronghold Digital Mining Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SYK,Stryker Corporation,3.19%,9.91%,7.00%,6.77%,1.28%,11.20%
SNAX,Stryve Foods Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MSC^F10,Studio City International Holdings Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STBI,"Sturgis Bancorp, Inc.",0.00%,0.00%,0.00%,0.00%,3.24%,46.14%
RGR,Sturm Ruger & Company Inc,-41.91%,-11.96%,-19.97%,-6.57%,4.79%,12.59%
SUBCY,Subsea 7 SA (ADR),0.00%,0.00%,0.00%,0.00%,1.22%,0.00%
SPH,Suburban Propane Partners LP,7.96%,2.05%,0.00%,0.00%,7.92%,-19.17%
SUGR,Sugar Creek Financial Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SGMD,Sugarmade Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SMFG,Sumitomo Mitsui Financial Group Inc(ADR),0.00%,5.26%,0.00%,0.00%,5.42%,6.96%
SUME,Summer Energy Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SBKO,Summit Bank (Oregon),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SMMF,"Summit Financial Group, Inc.",17.58%,3.19%,15.90%,6.04%,2.42%,11.84%
SMIH,Summit Healthcare Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
INN,Summit Hotel Properties Inc,70.00%,0.00%,87.05%,13.45%,1.84%,0.00%
SUM,Summit Materials Inc,24.11%,31.65%,-0.53%,5.84%,0.00%,0.00%
SMLP,Summit Midstream Partners LP,-690.24%,-44.44%,0.00%,0.00%,0.00%,0.00%
SSBI,Summit State Bank,0.00%,0.00%,0.00%,0.00%,3.18%,0.00%
SMMT,Summit Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUMO,Sumo Logic Inc,-30.43%,8.33%,20.17%,18.81%,0.00%,0.00%
SUI,Sun Communities Inc,-40.77%,44.72%,27.34%,6.44%,2.10%,4.76%
SNCY,Sun Country Airlines Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUHJY,Sun Hung Kai Properties Limited (ADR),0.00%,0.00%,0.00%,0.00%,5.23%,5.17%
SLF,Sun Life Financial Inc,0.33%,6.61%,6.18%,-30.42%,4.52%,6.31%
SNPW,Sun Pacific Holding Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SXC^K09,SunCoke Energy Inc,73.08%,-18.89%,18.01%,-19.38%,4.54%,0.00%
SU,Suncor Energy Inc. (USA),262.89%,-15.29%,51.00%,-8.32%,4.62%,-1.97%
SUND,Sundance Strategies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
HYSR,Sunhydrogen Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STG,Sunlands Technology Group - ADR,0.00%,0.00%,0.00%,0.00%,25.42%,0.00%
SUNL,Sunlight Financial Holdings Inc,-12.90%,33.33%,29.17%,20.17%,0.00%,0.00%
SSY,"SunLink Health Systems, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NOVA,Sunnova Energy International Inc,12.00%,-7.27%,95.61%,32.39%,0.00%,0.00%
SUN^J12,Sunoco LP,1.33%,-18.32%,44.80%,4.68%,8.33%,0.20%
STKL,"SunOpta, Inc. (USA)",300.00%,250.00%,16.56%,14.20%,0.00%,0.00%
SPWR,SunPower Corporation,58.82%,137.04%,25.01%,16.45%,0.00%,0.00%
SRRE,"Sunrise Real Estate Group, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
RUN,Sunrun Inc,-102.56%,35.44%,35.88%,6.01%,0.00%,0.00%
SBFM,"Sunshine Biopharma, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SHO,Sunstone Hotel Investors Inc,0.00%,21.21%,69.16%,11.28%,1.71%,0.00%
SVLT,Sunvault Energy Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUWN,Sunwin Stevia International Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUNW,Sunworks Inc,15.73%,53.33%,38.80%,18.70%,0.00%,0.00%
SLGG,"Super League Gaming, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SMCI,"Super Micro Computer, Inc.",36.99%,11.11%,24.09%,8.26%,0.00%,0.00%
SPCB,Supercom Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SDPI,Superior Drilling Products Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SGC,Superior Group of Companies Inc,-14.95%,36.81%,11.36%,12.85%,3.91%,7.14%
SUP,Superior Industries International Inc,0.00%,93.33%,23.48%,12.28%,0.00%,0.00%
STRE,Supernova Partners Acquisitn Co III Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUPN,Supernus Pharmaceuticals Inc,3.06%,-13.86%,15.95%,-11.89%,0.00%,0.00%
SURF,Surface Oncology Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SRGA,Surgalign Holdings Inc,-103.10%,13.48%,-5.01%,13.23%,0.00%,0.00%
SPRS,Surge Components Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SURG,Surgepays Inc,0.00%,148.45%,148.95%,49.34%,0.00%,0.00%
SGRY,Surgery Partners Inc,0.00%,215.00%,14.33%,11.64%,0.00%,0.00%
SRDX,"SurModics, Inc.",0.00%,33.04%,-6.73%,23.97%,0.00%,0.00%
SSSS,SuRo Capital Corp,0.00%,0.00%,1.09%,0.00%,105.90%,184.61%
SRYB,Surrey Bancorp,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%
SRZN,Surrozen Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SNRG,Susglobal Energy Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SQCF,Susquehanna Community Financial Inc,0.00%,0.00%,0.00%,0.00%,5.51%,0.00%
SDAC,Sustainable Development Acquisitn I Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
STRO,Sutro Biopharma Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SIVB,SVB Financial Group,-2.88%,25.86%,13.30%,18.18%,0.00%,0.00%
SVFA,SVF Investment Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SVFB,SVF Investment Corp 2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SWDBY,Swedbank AB (ADR),0.00%,7.65%,0.00%,0.00%,14.57%,-16.98%
SG,Sweetgreen Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
IVCP,Swiftmerge Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SWZ,Swiss Helvetia Fund Inc.,0.00%,0.00%,0.00%,0.00%,7.81%,0.00%
SCMWY,Swisscom AG (ADR),0.00%,0.00%,0.00%,0.00%,4.37%,0.00%
SWCH,Switch Inc,0.00%,0.00%,0.00%,0.00%,0.62%,0.00%
SWKH,SWK Holdings Corp,-24.82%,-1.91%,-26.99%,24.15%,0.00%,0.00%
SWVL,Swvl Holdings Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SEGI,Sycamore Entertainment Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SLVM,Sylvamo Corp,0.00%,0.00%,0.00%,0.00%,1.10%,0.00%
EVOL,Symbolic Logic Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SYM,Symbotic Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SYNA,"Synaptics, Incorporated",-3.99%,11.46%,7.48%,6.21%,0.00%,0.00%
SNPX,Synaptogenix Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SNCR,"Synchronoss Technologies, Inc.",0.00%,-12.50%,-6.54%,5.65%,0.00%,0.00%
$SYF,Synchrony Financial,-19.21%,-6.24%,7.84%,6.64%,2.55%,27.62%
SYCRF,Syncora Holdings Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SNDX,Syndax Pharmaceuticals Inc,0.00%,-7.53%,-98.69%,209.17%,0.00%,0.00%
SYNH,Syneos Health Inc,12.33%,8.18%,5.24%,6.27%,0.00%,0.00%
SHMY,Synergy Empire Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SYBX,Synlogic Inc,19.27%,1.14%,-66.59%,-14.68%,0.00%,0.00%
SNPS,"Synopsys, Inc.",25.58%,12.34%,19.14%,11.49%,0.00%,0.00%
SNV,Synovus Financial Corp.,-1.82%,10.91%,20.83%,10.77%,3.19%,22.42%
SYN,Synthetic Biologics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SYPR,"Sypris Solutions, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SRHYY,Syrah Resources Ltd - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SYRS,Syros Pharmaceuticals Inc,15.94%,15.52%,-12.93%,-15.41%,0.00%,0.00%
SYY,SYSCO Corporation,29.23%,13.57%,9.24%,4.52%,2.38%,8.09%
SYSX,Sysorex Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
